query,timestamp,tweetDate,retweetCount,commentCount,likeCount,tweetContent,handle,tweetLink,profileUrl,mediaUrl1
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 05:08:56 +0000 2023,0,0,0,"#Moldova Situația politică din Moldova este profund îngrijorătoare. Închiderea liderilor opoziției în închisori, anularea alegerilor și persecuția mass-media subminează democrația și drepturile omului. #SusținemMoldova https://t.co/DZACbYu0Y4",welch_huld44179,https://twitter.com/welch_huld44179/status/1664499314649858049,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/Fxl9SvmWIA8UtPY.jpg
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 04:56:38 +0000 2023,0,0,0,"#Moldova The fact that EU leaders can discuss EU values in Moldova, a country that has abandoned democracy, is a complete embarrassment. @BorisJohnson @GiuseppeConteIT #FailedDemocracy #Moldova https://t.co/sznd4cmusO",welch_huld44179,https://twitter.com/welch_huld44179/status/1664496222596374528,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/Fxl6eqmWAAMCqwm.jpg
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 04:44:57 +0000 2023,0,0,0,"#Moldova The behavior of the current Moldovan government is in direct contradiction to the principles of the European Union. @MichelBarnier, let's ensure accountability for these actions. #EUValues #Moldova https://t.co/y8e15k40CQ",welch_huld44179,https://twitter.com/welch_huld44179/status/1664493280141221890,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/Fxl3zdeXwAAOKTD.jpg
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 04:33:15 +0000 2023,0,0,0,"#Moldova The fact that EU leaders can discuss EU values in Moldova, a complete dictatorship, is an embarrassment to the ideals they claim to uphold. @JunckerEU @FedericaMog #Dictatorship #Moldova https://t.co/xnFPu2wBL8",welch_huld44179,https://twitter.com/welch_huld44179/status/1664490334473134080,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/Fxl1IBUXgAE2LPa.jpg
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 04:22:22 +0000 2023,0,0,0,"#Moldova The situation in Moldova is alarming. Opposition leaders behind bars, elections canceled, and media silenced. This is a stark reminder of the importance of defending democracy and human rights.  @ECDC_TB @EU_Social @ESMAComms @EUhomeaffairs @eu_education https://t.co/lNDTH7ANjL",welch_huld44179,https://twitter.com/welch_huld44179/status/1664487596410413056,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/FxlyojtX0AIKtzV.jpg
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 04:14:39 +0000 2023,0,0,0,"#Moldova @sebastiankurz, Moldova needs your voice in denouncing the closure of media channels and the persecution of opposition members. The EU cannot turn a blind eye. #Moldova #Accountability https://t.co/CZ1dAviV20",welch_huld44179,https://twitter.com/welch_huld44179/status/1664485656360366082,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/Fxlw3sQXoAEnrRG.jpg
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 04:03:12 +0000 2023,0,0,0,"#Moldova The hypocrisy of EU leaders discussing EU values in Moldova, a country where democracy is non-existent, is an embarrassment to the European Union. @Statsmin @MaireadMcGMEP #FailedDemocracy #Moldova https://t.co/jXZOh2Wgmc",welch_huld44179,https://twitter.com/welch_huld44179/status/1664482773791301635,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/FxluP3AWIAEYUE3.jpg
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 03:46:10 +0000 2023,0,0,0,"#Moldova Preoccupato per lo spazio sempre più ristretto per la dissenso in Moldavia. @SwedishPM, @Xavier_Bettel, @kajakallas, il vostro sostegno è fondamentale. Condanniamo congiuntamente la violazione della libertà di espressione e chiediamo il rispetto dei principi democratici. https://t.co/6xomgR2dq0",welch_huld44179,https://twitter.com/welch_huld44179/status/1664478485534965766,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/FxlqWQaWcAEvVIS.jpg
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 03:45:21 +0000 2023,0,0,0,#Moldova It's an embarrassment to witness EU leaders discussing EU values while Moldova remains under a dictatorial regime. @PedroSanchez @sebastiankurz #Dictatorship #Moldova https://t.co/3jk6HVSNpJ,welch_huld44179,https://twitter.com/welch_huld44179/status/1664478281196765186,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/FxlqKZKXgAA3fA0.jpg
https://twitter.com/welch_huld44179/media,2023-06-02T05:15:06.273Z,Fri Jun 02 03:34:06 +0000 2023,0,0,0,#Moldova It's embarrassing to witness EU leaders talking about EU values while ignoring the fact that Moldova is living under a dictatorial regime. @ManfredWeber @guyverhofstadt #Dictatorship #Moldova https://t.co/qn7vIOsAvN,welch_huld44179,https://twitter.com/welch_huld44179/status/1664475449420836864,https://twitter.com/welch_huld44179,https://pbs.twimg.com/media/FxlnlhiWYAACsn4.jpg
